Company,Position,Salary
Corbus Pharmaceuticals Holdings,"Trial Master File Specialist
1 Salaries submitted",101
Corbus Pharmaceuticals Holdings,"Product Manager
1 Salaries submitted",213
Corbus Pharmaceuticals Holdings,"Analytical Scientist
1 Salaries submitted",146
"Cardiff Oncology, Inc.","Research Associate
1 Salaries submitted",86
"Curis, Inc.","Director
3 Salaries submitted",312
"Curis, Inc.","Scientist
2 Salaries submitted",165
"Curis, Inc.","Science Technician
1 Salaries submitted",77
"Curis, Inc.","Nurse Practitoner
1 Salaries submitted",169
"Curis, Inc.","Associate Scientist
1 Salaries submitted",115
"Curis, Inc.","CNA
1 Salaries submitted",62
"Curis, Inc.","Registered Nurse
1 Salaries submitted",138
"Curis, Inc.","Scheduler
1 Salaries submitted",72
"Curis, Inc.","Analyst
1 Salaries submitted",113
"Curis, Inc.","DIrector, Drug Development
1 Salaries submitted",285
"Crinetics Pharmaceuticals, Inc.","Senior Research Associate
5 Salaries submitted",132
"Crinetics Pharmaceuticals, Inc.","Clinical Trial Associate
2 Salaries submitted",103
"Crinetics Pharmaceuticals, Inc.","Laboratory Assistant
1 Salaries submitted",54
"Crinetics Pharmaceuticals, Inc.","Senior Research Associate II
1 Salaries submitted",137
"Crinetics Pharmaceuticals, Inc.","Sr. Research Associate
1 Salaries submitted",132
"Crinetics Pharmaceuticals, Inc.","Compliance Director
1 Salaries submitted",318
"Crinetics Pharmaceuticals, Inc.","Information Technician
1 Salaries submitted",77
"Crinetics Pharmaceuticals, Inc.","Research Scientist
1 Salaries submitted",180
"Crinetics Pharmaceuticals, Inc.","Associate Scientist
1 Salaries submitted",111
"Crinetics Pharmaceuticals, Inc.","IP Specialist
1 Salaries submitted",111
"Crinetics Pharmaceuticals, Inc.","Senior Manager
1 Salaries submitted",267
"Crinetics Pharmaceuticals, Inc.","Programme Analyst
1 Salaries submitted",126
"Crinetics Pharmaceuticals, Inc.","Senior Clinical Operations Associate
1 Salaries submitted",138
"Crinetics Pharmaceuticals, Inc.","Corporate Strategy
1 Salaries submitted",306
"Crinetics Pharmaceuticals, Inc.","Senior Clinical Trial Associate
1 Salaries submitted",134
"Crinetics Pharmaceuticals, Inc.","Senior Policy Analyst
1 Salaries submitted",218
"Crinetics Pharmaceuticals, Inc.","Sr Clinical Trial Associate
1 Salaries submitted",167
"Crinetics Pharmaceuticals, Inc.","Principal Scientist
1 Salaries submitted",255
"Crinetics Pharmaceuticals, Inc.","Research Intern
1 Salaries submitted",87
"Crinetics Pharmaceuticals, Inc.","Sr. Specialist
1 Salaries submitted",168
CRISPR Therapeutics AG,"Research Associate II
59 Salaries submitted",115
CRISPR Therapeutics AG,"Research Associate
25 Salaries submitted",103
CRISPR Therapeutics AG,"Senior Research Associate
17 Salaries submitted",139
CRISPR Therapeutics AG,"Scientist II
16 Salaries submitted",160
CRISPR Therapeutics AG,"Director
15 Salaries submitted",365
CRISPR Therapeutics AG,"Scientist
12 Salaries submitted",184
CRISPR Therapeutics AG,"Senior Scientist
9 Salaries submitted",204
CRISPR Therapeutics AG,"Associate Director
9 Salaries submitted",283
CRISPR Therapeutics AG,"Principal Research Associate
8 Salaries submitted",182
CRISPR Therapeutics AG,"Manager
7 Salaries submitted",227
CRISPR Therapeutics AG,"Scientist I
5 Salaries submitted",145
CRISPR Therapeutics AG,"Engineer III
3 Salaries submitted",155
CRISPR Therapeutics AG,"RA II
3 Salaries submitted",133
CRISPR Therapeutics AG,"Clinical Trial Manager
2 Salaries submitted",174
CRISPR Therapeutics AG,"Lead Business Analyst
2 Salaries submitted",181
CRISPR Therapeutics AG,"Research Scientist
2 Salaries submitted",191
CRISPR Therapeutics AG,"Scientist, Computational Biology
2 Salaries submitted",180
CRISPR Therapeutics AG,"Bioinformatics Engineer
2 Salaries submitted",181
CRISPR Therapeutics AG,"Sr. Director
2 Salaries submitted",442
CRISPR Therapeutics AG,"Senior Manager, Program Management
2 Salaries submitted",252
"Corvus Pharmaceuticals, Inc.","Director
1 Salaries submitted",323
"Corvus Pharmaceuticals, Inc.","Senior Research Scientist
1 Salaries submitted",199
"Corvus Pharmaceuticals, Inc.","Associate Scientist
1 Salaries submitted",102
"Corvus Pharmaceuticals, Inc.","Scientist II
1 Salaries submitted",132
"Corvus Pharmaceuticals, Inc.","Consultting Technical Advisor
1 Salaries submitted",129
"Corvus Pharmaceuticals, Inc.","Human Resources
1 Salaries submitted",166
"Castle Biosciences, Inc.","IT Business Analyst
5 Salaries submitted",109
"Castle Biosciences, Inc.","Internal Sales Associate
5 Salaries submitted",120
"Castle Biosciences, Inc.","Area Manager
4 Salaries submitted",190
"Castle Biosciences, Inc.","Molecular Technologist
2 Salaries submitted",60
"Castle Biosciences, Inc.","Appeal Specialist
2 Salaries submitted",64
"Castle Biosciences, Inc.","Executive Assistant
1 Salaries submitted",96
"Castle Biosciences, Inc.","Appeal Representative
1 Salaries submitted",129
"Castle Biosciences, Inc.","Senior Appeal Specialist
1 Salaries submitted",103
"Castle Biosciences, Inc.","IT Engineer
1 Salaries submitted",114
"Castle Biosciences, Inc.","HR Generalist
1 Salaries submitted",102
"Castle Biosciences, Inc.","Regulatory Associate
1 Salaries submitted",86
"Castle Biosciences, Inc.","Administrative Support Specialist
1 Salaries submitted",59
"Castle Biosciences, Inc.","Clinical Services Associate
1 Salaries submitted",75
"Castle Biosciences, Inc.","Senior Financial Analyst
1 Salaries submitted",141
"Castle Biosciences, Inc.","Information Technology
1 Salaries submitted",103
"Castle Biosciences, Inc.","ISA - Inside Sales Agent
1 Salaries submitted",100
"Castle Biosciences, Inc.","Sales
1 Salaries submitted",224
"Castle Biosciences, Inc.","Mortgage Loan Officer
1 Salaries submitted",219
"Castle Biosciences, Inc.","Laboratory operations scientist
1 Salaries submitted",119
"Castle Biosciences, Inc.","Appeal Support Representative
1 Salaries submitted",58
"CytomX Therapeutics, Inc.","Senior Research Associate
7 Salaries submitted",134
"CytomX Therapeutics, Inc.","Research Associate II
6 Salaries submitted",96
"CytomX Therapeutics, Inc.","Research Associate
6 Salaries submitted",96
"CytomX Therapeutics, Inc.","Scientist
4 Salaries submitted",181
"CytomX Therapeutics, Inc.","Associate Scientist
4 Salaries submitted",114
"CytomX Therapeutics, Inc.","Scientist I
3 Salaries submitted",130
"CytomX Therapeutics, Inc.","Senior Scientist II
3 Salaries submitted",189
"CytomX Therapeutics, Inc.","Sr. Director
2 Salaries submitted",434
"CytomX Therapeutics, Inc.","Scientist II
2 Salaries submitted",153
"CytomX Therapeutics, Inc.","Senior Scientist
2 Salaries submitted",202
"CytomX Therapeutics, Inc.","Associate Director
2 Salaries submitted",286
"CytomX Therapeutics, Inc.","Clinical Trial Assistant
2 Salaries submitted",95
"CytomX Therapeutics, Inc.","Senior Scientist I
2 Salaries submitted",181
"CytomX Therapeutics, Inc.","Senior Clinical Data Manager
1 Salaries submitted",155
"CytomX Therapeutics, Inc.","Executive Assistant
1 Salaries submitted",112
"CytomX Therapeutics, Inc.","Administrator
1 Salaries submitted",139
"CytomX Therapeutics, Inc.","Research Associate-2
1 Salaries submitted",87
"CytomX Therapeutics, Inc.","Intern
1 Salaries submitted",85
"CytomX Therapeutics, Inc.","Research Associate I
1 Salaries submitted",77
"CytomX Therapeutics, Inc.","Clinical Research Associate I
1 Salaries submitted",105
"Cue Biopharma, Inc.","Scientist
3 Salaries submitted",161
"Cue Biopharma, Inc.","Senior Scientist
2 Salaries submitted",202
"Cue Biopharma, Inc.","Program Management
1 Salaries submitted",229
"Cue Biopharma, Inc.","Sr associate scientist
1 Salaries submitted",157
CureVac N.V.,"Scientist
1 Salaries submitted",129
Cel-Sci Corporation,"Assistant Immunologist
4 Salaries submitted",124
Cel-Sci Corporation,"Raw Materials Associate
1 Salaries submitted",72
Cel-Sci Corporation,"QC Immunologist
1 Salaries submitted",114
Cel-Sci Corporation,"Associate Immunologist
1 Salaries submitted",118
Cel-Sci Corporation,"Technician
1 Salaries submitted",75
Cel-Sci Corporation,"Manufacturing Technician
1 Salaries submitted",65
Cel-Sci Corporation,"Manager
1 Salaries submitted",163
Cel-Sci Corporation,"Bioassay Scientist
1 Salaries submitted",93
Cel-Sci Corporation,"Bioassay Development Specialist
1 Salaries submitted",88
Cel-Sci Corporation,"Manufacturing Support Technician
1 Salaries submitted",73
Cel-Sci Corporation,"Laboratory Technician
1 Salaries submitted",71
Cel-Sci Corporation,"QA Auditor
1 Salaries submitted",85
"Cyclerion Therapeutics, Inc.","Associate Director
3 Salaries submitted",217
"Cyclerion Therapeutics, Inc.","Principal Associate Scientist
2 Salaries submitted",146
"Cyclerion Therapeutics, Inc.","Senior Regulatory Affairs Associate
1 Salaries submitted",145
"Cyclerion Therapeutics, Inc.","Auditor
1 Salaries submitted",122
"Cyclerion Therapeutics, Inc.","Specialist
1 Salaries submitted",131
"Cyclerion Therapeutics, Inc.","Senior Scientist
1 Salaries submitted",162
"Cyclerion Therapeutics, Inc.","Director FP&A
1 Salaries submitted",365
"Cyclerion Therapeutics, Inc.","Director, Strategy and Program Management
1 Salaries submitted",268
"Cyclerion Therapeutics, Inc.","Senior Principal Investigator
1 Salaries submitted",228
"Cyclerion Therapeutics, Inc.","Computational Chemist
1 Salaries submitted",127
"Cyclerion Therapeutics, Inc.","Vice President Finance
1 Salaries submitted",445
"Cyclerion Therapeutics, Inc.","Associate Scientist
1 Salaries submitted",92
"Cyclerion Therapeutics, Inc.","Senior Scientist - Formulation Development
1 Salaries submitted",156
"Cyclerion Therapeutics, Inc.","Senior Manager, Pharmacovigilance Operations
1 Salaries submitted",180
"Cyclerion Therapeutics, Inc.","Analytical Chemist
1 Salaries submitted",100
"Cyclerion Therapeutics, Inc.","Executive Assistant
1 Salaries submitted",97
"Cyclerion Therapeutics, Inc.","Scientist
1 Salaries submitted",145
"Cytokinetics, Incorporated","Research Associate
9 Salaries submitted",129
"Cytokinetics, Incorporated","Intern
8 Salaries submitted",104
"Cytokinetics, Incorporated","Senior Research Associate
7 Salaries submitted",158
"Cytokinetics, Incorporated","Research Associate III
5 Salaries submitted",137
"Cytokinetics, Incorporated","Research Associate II
5 Salaries submitted",128
"Cytokinetics, Incorporated","Intern - Hourly
5 Salaries submitted",96
"Cytokinetics, Incorporated","Director
4 Salaries submitted",354
"Cytokinetics, Incorporated","Scientist
4 Salaries submitted",203
"Cytokinetics, Incorporated","Associate Director
3 Salaries submitted",292
"Cytokinetics, Incorporated","Software Engineer
2 Salaries submitted",208
"Cytokinetics, Incorporated","Executive Assistant
2 Salaries submitted",146
"Cytokinetics, Incorporated","Research Associate I
2 Salaries submitted",91
"Cytokinetics, Incorporated","Scientist III, Muscle Biology
2 Salaries submitted",145
"Cytokinetics, Incorporated","Scientist II
2 Salaries submitted",183
"Cytokinetics, Incorporated","Safety Specialist
2 Salaries submitted",141
"Cytokinetics, Incorporated","Scientist III
2 Salaries submitted",188
"Cytokinetics, Incorporated","Research Scientist
2 Salaries submitted",210
"Cytokinetics, Incorporated","Research Scientist II
2 Salaries submitted",203
"Cytokinetics, Incorporated","Manager, Chemical Compound Library
1 Salaries submitted",171
"Cytokinetics, Incorporated","Senior Clinical Trial Manager
1 Salaries submitted",205
"Deciphera Pharmaceuticals, Inc.","Associate Director
4 Salaries submitted",276
"Deciphera Pharmaceuticals, Inc.","Clinical Project Manager
4 Salaries submitted",168
"Deciphera Pharmaceuticals, Inc.","Director
3 Salaries submitted",340
"Deciphera Pharmaceuticals, Inc.","Clinical Trial Associate
3 Salaries submitted",88
"Deciphera Pharmaceuticals, Inc.","Pharmacovigilance Manager
3 Salaries submitted",170
"Deciphera Pharmaceuticals, Inc.","PV Scientist
2 Salaries submitted",152
"Deciphera Pharmaceuticals, Inc.","Associate Director, Regulatory Affairs
2 Salaries submitted",202
"Deciphera Pharmaceuticals, Inc.","Clinical Scientist und Clinical Manager
2 Salaries submitted",187
"Deciphera Pharmaceuticals, Inc.","Associate Clinical Project Manager
2 Salaries submitted",157
"Deciphera Pharmaceuticals, Inc.","Quality Manager
2 Salaries submitted",156
"Deciphera Pharmaceuticals, Inc.","Clinical Trial Manager
2 Salaries submitted",146
"Deciphera Pharmaceuticals, Inc.","Clinical Data Manager
2 Salaries submitted",118
"Deciphera Pharmaceuticals, Inc.","Senior Scientist I
2 Salaries submitted",161
"Deciphera Pharmaceuticals, Inc.","Senior Manager
2 Salaries submitted",255
"Deciphera Pharmaceuticals, Inc.","Associate Director Finance
1 Salaries submitted",281
"Deciphera Pharmaceuticals, Inc.","Chief Financial Officer (CFO)
1 Salaries submitted",502
"Deciphera Pharmaceuticals, Inc.","Associate Director, Quality Assurance
1 Salaries submitted",235
"Deciphera Pharmaceuticals, Inc.","Associate Director, Quality Control
1 Salaries submitted",186
"Deciphera Pharmaceuticals, Inc.","Manager
1 Salaries submitted",164
"Deciphera Pharmaceuticals, Inc.","Senior Scientist
1 Salaries submitted",197
"DermTech, Inc.","Regional Sales Manager
6 Salaries submitted",239
"DermTech, Inc.","Reimbursement Specialist
2 Salaries submitted",66
"DermTech, Inc.","Billing Customer Service Representative
1 Salaries submitted",54
"DermTech, Inc.","Bioinformatics Research Associate II
1 Salaries submitted",99
"DermTech, Inc.","Research Associate
1 Salaries submitted",91
"DermTech, Inc.","Sr. Regional Sales Manager
1 Salaries submitted",255
"DermTech, Inc.","MEDICAL Lab Technician
1 Salaries submitted",63
"DermTech, Inc.","Sr Engineer
1 Salaries submitted",170
"DermTech, Inc.","CLS II
1 Salaries submitted",111
"DermTech, Inc.","Project Manager
1 Salaries submitted",144
"DermTech, Inc.","Senior Sales Manager
1 Salaries submitted",272
"DermTech, Inc.","Senior Manager
1 Salaries submitted",201
"DermTech, Inc.","CLS Supervisor
1 Salaries submitted",122
"DermTech, Inc.","Quality Assurance Specialist
1 Salaries submitted",74
"DermTech, Inc.","Clinical Laboratory Scientist
1 Salaries submitted",95
"DermTech, Inc.","Senior Research Associate
1 Salaries submitted",111
"DermTech, Inc.","People Operations Intern
1 Salaries submitted",68
"DermTech, Inc.","Lead Reimbursement Specialist
1 Salaries submitted",88
"DermTech, Inc.","Senior Talent Acquisition Partner
1 Salaries submitted",213
"DermTech, Inc.","QA Software Engineer
1 Salaries submitted",122
Denali Therapeutics Inc.,"Scientist
33 Salaries submitted",133
Denali Therapeutics Inc.,"Research Scientist
22 Salaries submitted",153
Denali Therapeutics Inc.,"Senior Scientist
8 Salaries submitted",172
Denali Therapeutics Inc.,"Associate Scientist
7 Salaries submitted",88
Denali Therapeutics Inc.,"Principal Scientist
5 Salaries submitted",207
Denali Therapeutics Inc.,"Clinical Data Manager
4 Salaries submitted",114
Denali Therapeutics Inc.,"Biostatistician
3 Salaries submitted",131
Denali Therapeutics Inc.,"Research Associate
3 Salaries submitted",89
Denali Therapeutics Inc.,"Biorepository Specialist
2 Salaries submitted",63
Denali Therapeutics Inc.,"CA
2 Salaries submitted",139
Denali Therapeutics Inc.,"Postdoctoral Fellow
2 Salaries submitted",72
Denali Therapeutics Inc.,"EHS Specialist
1 Salaries submitted",105
Denali Therapeutics Inc.,"Technical Operations
1 Salaries submitted",137
Denali Therapeutics Inc.,"Clinical Trial Associate
1 Salaries submitted",80
Denali Therapeutics Inc.,"In House CRA
1 Salaries submitted",97
Denali Therapeutics Inc.,"Manager
1 Salaries submitted",170
Denali Therapeutics Inc.,"Associate Director
1 Salaries submitted",235
Denali Therapeutics Inc.,"Contractor
1 Salaries submitted",88
Denali Therapeutics Inc.,"Senior Cybersecurity Engineer
1 Salaries submitted",183
Denali Therapeutics Inc.,"Mass Spectrometry Specialist
1 Salaries submitted",64
"Dyne Therapeutics, Inc.","Senior Research Associate
3 Salaries submitted",123
"Dyne Therapeutics, Inc.","Research Associate
3 Salaries submitted",83
"Dyne Therapeutics, Inc.","Scientist
2 Salaries submitted",156
"Dyne Therapeutics, Inc.","Sr. Research Associate
1 Salaries submitted",111
"Dyne Therapeutics, Inc.","Senior Associate Scientist
1 Salaries submitted",129
"Dyne Therapeutics, Inc.","Lab Operations Manager
1 Salaries submitted",147
"Dyne Therapeutics, Inc.","Director Biostatistics
1 Salaries submitted",256
"Dyne Therapeutics, Inc.","Executive Director, Clinical Operations
1 Salaries submitted",285
"Dyne Therapeutics, Inc.","Senior Scientist
1 Salaries submitted",187
"Dyne Therapeutics, Inc.","Human Resources
1 Salaries submitted",121
"Dyne Therapeutics, Inc.","IT Intern
1 Salaries submitted",76
"Emergent Biosolutions, Inc.","Manufacturing Associate
43 Salaries submitted",58
"Emergent Biosolutions, Inc.","Director
32 Salaries submitted",308
"Emergent Biosolutions, Inc.","Bioprocess Associate
20 Salaries submitted",79
"Emergent Biosolutions, Inc.","Specialist
20 Salaries submitted",119
"Emergent Biosolutions, Inc.","Manager
19 Salaries submitted",173
